smiles,score
COc1cc(C(=O)O)ccc1CCNC(=O)C1CCN(C(=O)N(C)C)CC1,8.1
N#Cc1cc(S(=O)(=O)N2CCOC(C(=O)O)C2)ccc1C(F)(F)F,8.0
COc1cc2ccc(C(=O)N3CCCC3C(=O)O)cc2cc1OC,8.0
CCc1ncc(NC(=O)N2CCCCCC2c2noc(-c3cnn(C)c3)n2)cn1,8.0
O=C(O)[C@H]1CCCN1C(=O)CCc1nc(-c2cccs2)no1,8.0
Cc1[nH]nc2ncc(C(=O)NC[C@@H]3CCN(C)[C@H]3c3cccnc3)cc12,8.0
CCN1CCO[C@@H](CNC(=O)c2cc(OC)n(C)n2)[C@@H]1c1ccccc1,8.0
COc1cc(=O)[nH]cc1C(=O)N1CCCCC1c1cccc(Cl)c1,8.0
Cc1cnc(C(=O)N2C[C@H](c3nc(C4CC4)n[nH]3)[C@@H](C3CC3)C2)cn1,7.9
CCOc1ccnc(N2CCN(C(=O)C3COc4ccccc4C3)CC2)n1,7.9
Cc1noc(COCC(=O)N2CCC(c3nc(C4CC4)no3)(C(F)(F)F)C2)n1,7.9
COc1nn(C)cc1CNC(=O)C1(c2c(F)cccc2F)CCC1,7.9
Cc1noc(C)c1CN(C)C(=O)c1csc(-c2ccc(Cl)c(Cl)c2)n1,7.9
Cc1ncsc1CCC(=O)N1[C@H](C(=O)N2CCCC2)C[C@@H]2OCC[C@@H]21,7.8
O=C(Nc1cnn(CC2CCCO2)c1)c1ccnn1CC1CCC1,7.7
COc1cccc(-n2nc(C)c(C3COCCN3C(=O)NCCCC#N)c2C)c1,7.7
NC1CCN(C(=O)C2CC2c2ccc(Cl)cc2Cl)CC1,7.7
CN1CCC(CNC(=O)CN2C(=O)NC3(CCCC3)C2=O)CC1,7.7
Cc1nc(CN(C(=O)C2CCc3cnn(C)c3C2)c2ccc(F)cc2)cs1,7.6
COc1ccc(CNC(=O)N2CCC(C)C(n3ccnc3)C2)cc1F,7.6
CO[C@@H]1CN(C(=O)COc2ccccc2F)C[C@H]1c1c[nH]nn1,7.6
NC(=O)C1(CNC(=O)CCOCc2ccccc2)CCOCC1,7.6
Cc1cc(C2CCCN2C(=O)NCCC(=O)N2CCCCCC2)no1,7.6
COc1cc(C(=O)N2CCC[C@@H]2C(=O)O)ccc1OC1CCCC1,7.6
O=C(NC1CCN(c2cccnn2)CC1)NC1CC2OCCCC12,7.5
Cc1noc(Cl)c1CCC(=O)N(C)[C@H]1CCO[C@@H]1c1cccnc1,7.5
CC1CN(C(=O)NCc2cccc(N3CCOCC3)n2)C(C)CO1,7.5
COc1cc(C(=O)O)ccc1CCNC(=O)c1csnc1C,7.5
CCN1C(=O)C[C@@H](CNC(=O)c2cc(C#N)cn2C)[C@@H]1c1cccnc1,7.5
COc1ccc(CCNC(=O)N2CCCNC(=O)C2C)c(Cl)c1,7.5
O=C(O)C1CC(NS(=O)(=O)c2cc(F)ccc2Cl)C1,7.5
CS(=O)(=O)CC1CCN(C(=O)Nc2cccn(CC(F)(F)F)c2=O)CC1,7.5
CCc1nc(CN2CCCN(C(=O)CC3C=CCC3)CC2)cs1,7.5
CCc1ccc(S(=O)(=O)N2CCCCC2CC(=O)O)cc1,7.4
COCc1ccc(C2CCCN2C(=O)c2ccc(=O)n(C)c2)o1,7.4
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(Cc2noc(C3CCCCC3)n2)C1,7.4
Cc1cc(N2CCCC(NC(=O)Nc3cc(C(C)C)on3)C2)n(C)n1,7.4
Cn1ccnc1[C@@H]1[C@@H](CNC(=O)c2cnc[nH]2)CCC(=O)N1C1CC1,7.3
COc1cncc(NC(=O)C2NCCOc3ccccc32)c1,7.3
Cn1cc(N2CC(C(=O)N3CC(C(F)(F)F)C3)CCC2=O)cn1,7.3
O=C(NC[C@@H]1C[C@H]1c1ccc(Cl)cc1Cl)c1cnns1,7.3
CO[C@@H]1CN(Cc2ccc(C#N)cc2Cl)C[C@H]1c1cn(C)nn1,7.3
Cc1nc(COc2cccc(C(=O)NCC3(CC(C)C)CC3)c2)no1,7.3
Cc1nc(C(C)NC(=O)N2CCC=C(c3cn(C(C)C)nn3)CC2)cs1,7.3
Cc1ccc(NC(=O)C2CC2)cc1NCc1c(C)noc1C,7.3
N[C@]12CC[C@H]1CN(C(=O)C1CC3(C1)CC3(F)F)C2,7.3
Cn1cc(C(NC(=O)N2CCC(n3cn[nH]c3=O)CC2)C(F)(F)F)cn1,7.2
COc1nc(C)cc(N2CCCC(c3n[nH]cc3NC(C)=O)C2)n1,7.1
CCNCCNC(=O)COc1ccc(Cl)c2cccnc12,7.1
O=C(O)CC(NC(=O)c1ccnnc1)c1cccs1,7.1
O=S(=O)(NCc1cn2c(n1)CCCC2)c1ccc(Cl)s1,7.1
CCOC(C)C(=O)Nc1cccc(C(C)C(=O)O)c1,7.1
Cc1cc(OCC(=O)N(CCC(=O)O)C2CCOCC2)ccc1Cl,7.1
COc1ccc(CN(C)C(=O)CN2CCCCC(OC)C2=O)cc1C,7.1
Cc1csc(CN(C)C(=O)CN2C(=O)C3C4C=CC(C4)C3C2=O)n1,7.1
CC(C)n1cnnc1CNC(=O)C1CCN(CC(F)F)CC1,7.0
O=C(O)CCNC(=O)c1cc2c(s1)CCCCC2,7.0
OCCCCCN1CCC(Cc2ccccc2)CC1,6.9
CC(=O)NC1CCCN(C(C(=O)O)c2ccccc2C(F)(F)F)C1,6.9
CCCCn1nnnc1CN1CCn2c(nnc2C2CC2)C1,6.8
Cn1ccnc1[C@@H]1OCCC[C@H]1CNC(=O)c1nc[nH]n1,6.8
COC1(CC(=O)N2CCC([C@@H]3CC[C@H](C(N)=O)O3)CC2)CCC1,6.8
CN(C)CCOc1cc(CNC(=O)N2CCCC2(C)C)ccn1,6.7
Cc1nc(NC(=O)CN2CCN(c3nccs3)CC2)sc1C,6.7
COc1ccc(C(=O)N[C@@H]2CN(C)C[C@H]2c2cncn2C)nn1,6.7
COc1cc(CCO)ccc1NC(=O)c1c[nH]cc1C,6.7
COc1nscc1CN(C)C(=O)C1(C(=O)O)CC=CCC1,6.7
Cc1cnc(NC(=O)[C@H]2CC(=O)N(C3CC3)[C@@H]2c2cnn(C)c2C)o1,6.7
O=C(O)C1CN(S(=O)(=O)c2cccc3c2OCO3)CCO1,6.6
N[C@]12CC[C@H]1CN(C(=O)NC1CC(F)(F)C1)C2,6.5
COc1cccc(OC)c1CC(=O)N1CCC(C(=O)O)(C(F)(F)F)C1,6.5
CC(C)c1nn(C)cc1NC(=O)N1CCCCCC1c1ccncc1,6.5
Cn1cnc(C(=O)NC[C@H]2CCC(=O)N(C3CC3)[C@@H]2c2cnn(C)c2)c1,6.3
CCn1cc([C@H]2OCCC[C@@H]2NC(=O)c2sccc2C#N)cn1,6.3
Cc1n[nH]c(C)c1C1COCCN1C(=O)c1sccc1C#N,5.9
O=C(O)CC1COCCN1C(=O)c1ccc[nH]1,5.9
CCC(C(=O)O)N1CCN(C2CCOC2)CC1,5.6
CCN1CCN(C(=O)c2c[nH]c(C)n2)CC1c1ncc[nH]1,5.5
