smiles,score
Cc1noc([C@]23CCC[C@H]2CN(C(=O)c2cn[nH]c2)C3)n1,8.6
Cc1cc(NC(=O)CCS(=O)(=O)c2ccc3c(c2)CCC3)n(C)n1,8.6
CCOc1ncccc1CNC(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,8.6
O=C(O)CCN(Cc1ccccc1)C(=O)c1cccc2cc[nH]c12,8.6
CS(=O)(=O)C[C@H]1CCCN1C(=O)NC1CCN(Cc2ccc(F)cc2)CC1,8.6
COc1cc(-c2noc(CN3CCCCC(N)C3=O)n2)ccc1F,8.6
Cc1cc(C(=O)O)ccc1S(=O)(=O)N1CCC[C@H](CN2CCOCC2)C1,8.6
O=C(NCc1ccc(F)cc1F)c1ccc(F)cc1OC(F)F,8.6
O=C(c1cccnc1)N1CCOCC1c1noc(-c2ccccc2)n1,8.6
Cc1nnc(C[C@@H]2CC[C@H](NC(=O)c3cc(F)c(F)cc3Cl)C2)o1,8.6
O=c1cc(CN2CCCC(c3nnc4n3CCC4)C2)[nH]c2ccnn12,8.6
O=C(c1cccc(-n2cccc2)c1)N1CCc2ncccc2C1,8.5
COc1ccc(CC2CCN(C(=O)c3ccc(C(=O)O)cc3)CC2)cc1,8.5
CC1CN(C(=O)Nc2ccc3ccn(C)c(=O)c3c2)CC(=O)N1,8.5
O=C(CCC(=O)N1CCC(O)CC1)NCc1ccccc1-n1ccnc1,8.5
Cn1cc(C2CCCN2C(=O)C2CCCN(c3ncccc3C(F)(F)F)C2)cn1,8.5
CCn1nnnc1SCC(=O)NC(=O)Nc1ccc2c(c1)OCO2,8.5
CCNC(=O)CNC(=O)C1CCCN1C(=O)c1ccccc1OC(F)F,8.5
Cc1[nH]c2ccccc2c1CCNC(=O)CN1CCCCC(O)C1=O,8.5
OCC1(C(NCc2nc(C(F)F)no2)c2ccccc2)CCC1,8.5
NC12CCCC1CN(C(=O)c1cccc3c1COCC3)C2,8.5
Cn1ncc2c1CC(C(=O)Nc1ncc(C3CCNCC3)s1)CC2,8.5
Cc1ccc(C(=O)N2C[C@H]3COC[C@@]3(c3nnc(C)o3)C2)c(C(C)C)n1,8.5
CN(C)c1ncccc1CNC(=O)[C@H]1CCO[C@@H]1c1ccnn1Cc1ccccc1,8.5
O=C(O)CNC(=O)Cc1ccc(NC(=O)C2CCc3ccccc32)cc1,8.5
Cc1noc(CC2(O)CCCN(Cc3ccc(C#N)c(F)c3)C2)n1,8.5
Cc1ncoc1C(=O)NC1CC[C@@H]2CN(Cc3ccccc3)C[C@@H]2C1,8.4
NC(=O)[C@@H]1CCO[C@@H]1CC1CCN(C(=O)c2cccc(F)c2)CC1,8.4
Cc1nn(-c2ccccc2)c2ncc(NC(=O)C3COCCO3)cc12,8.4
Cc1cc(C2CN(C(=O)C3CCCN3)CCO2)ccc1F,8.4
CCc1ccc(CN2CCCC(n3ncc(N4CC[C@H](O)C4)cc3=O)C2)cc1,8.4
COCCNCCNC(=O)N1CCC(c2nc(-c3ccc(F)cc3)no2)(C(F)(F)F)C1,8.4
Cc1nccn1-c1ccc(NC(=O)CSc2ccc(F)cc2F)cc1F,8.4
O=C(Cn1cnc2scc(-c3ccc(Cl)cc3)c2c1=O)NCC1CC1,8.4
CN1C2CCCC1CC(NC(=O)C1CCCN(C(=O)c3ccccc3)C1)C2,8.4
Cc1cccc(C(=O)Nc2cccc(-c3nnc[nH]3)c2)c1C,8.4
O=C(N[C@H]1COC[C@H]1Oc1cn[nH]c1)c1ncc2c(F)cccn12,8.4
Cn1nc(CNC(=O)[C@@H]2OCCO[C@@H]2c2ccccc2)cc1C1CC1,8.3
Cc1ccccc1C1CCN(C(=O)Nc2cnn(CC(F)F)c2)CC1,8.3
CCn1cc([C@@H]2NC(=O)CC[C@H]2NCCc2ccccc2F)cn1,8.3
CNC(=O)C1CCCCN1C(=O)c1cccc(-c2ncn[nH]2)c1,8.3
CCc1ccccc1NC(=O)N1CCc2nc[nH]c2C1c1cccnc1,8.3
O=C(NCc1ccc(C2CC2)cc1F)c1ccccc1OC(F)F,8.3
O=C(O)CCC1CCCN(C(=O)c2ccncc2Cl)C1,8.3
Cn1ccnc1C1CCN(C(=O)C(Cc2ccccc2)NC(N)=O)C1,8.3
CS(=O)(=O)c1cccc(C(=O)N2CCN(c3cccc(C(=O)O)n3)CC2)c1,8.3
O=C(Cc1csc(C2CC2)n1)NC1CCN(c2ncc[nH]c2=O)C1,8.3
CC(NC(=O)c1c[nH]c(=O)n(C)c1=O)c1ccc(OCC(=O)O)cc1,8.3
COc1ccc2c(c1)C1(CC1)CN(C(=O)Nc1cn(C)nn1)C2,8.3
COC1(c2nnc(COc3cccc(F)c3C#N)o2)CCOC1,8.3
O=C(c1ccc2c(c1)CCO2)N1CCC(C(=O)O)(C(F)(F)F)C1,8.2
Cc1cccc(C)c1CC(=O)N1CCC([C@H]2OCC[C@@H]2C(N)=O)CC1,8.2
Cc1ccc2[nH]cc(CCC(=O)N3CCOC4(CCN(C)CC4)C3)c2c1,8.2
CCc1ccc2occ(C(=O)NCC(CO)Cc3ccncc3)c2c1,8.2
NC(=O)[C@@H]1Cc2ccccc2N1Cc1nnnn1CC1CCOCC1,8.2
CC(CN1CCCCC1)NC(=O)NC1c2ccccc2CC1O,8.2
CC(C)(CNC(=O)N[C@H]1C[C@H](c2ccccc2F)C1)C1=CCOCC1,8.2
CC(C)Oc1ccccc1C(=O)NC[C@H]1C[C@H](c2nncn2C)C[C@H]1O,8.2
CN1C(=O)C[C@@H](CNCc2cc(F)cc(Cl)c2)[C@@H]1c1cccnc1,8.2
O=C(Cc1ccccc1F)N1CCN(C2CCCC2O)CC1,8.2
CC1(c2ccc(F)cc2)CCN(C(=O)CCc2cccnc2)C1,8.2
Cc1c(NC(=O)c2ccnc(-n3cccn3)c2)cccc1C(=O)N1CCOCC1,8.2
NC1(CNC(=O)C(c2ccccc2)N2CCCCC2=O)CCC1,8.2
Cc1noc([C@H]2CN(Cc3ccn(C4CCCC4)n3)C[C@@H](C)O2)n1,8.2
Cc1ccsc1C1CC1C(=O)Nc1cccc(-c2nnnn2C)c1,8.2
O=C(O)c1cccc(C(=O)N2CCOCC2c2nc[nH]n2)c1,8.2
CC(C)(C)c1ccccc1OCCNC(=O)N1CCN2C(=O)NCC2C1,8.2
CC(=O)N(C)C1CCN(C(=O)c2ccccc2-c2ccccc2C(=O)O)CC1,8.2
O=C(O)CCNC(=O)c1cc(N2CCCC2=O)ccc1F,8.2
O=C(Cn1nnnc1Cc1ccccn1)N1CCOCC1C1CC1,8.2
CC(C)(C(=O)O)n1cc(NC(=O)c2ccc3c(c2)OCCO3)cn1,8.2
Cc1nc(N2CCCC(O)(Cc3nncn3C)C2)c(Cl)cc1C#N,8.1
O=C(N[C@H]1COC[C@H]1Oc1cn[nH]c1)c1ncc2ccccn12,8.1
Cc1ccc2nc(Cn3cc(CNC4CCN(C)CC4)nn3)cn2c1,8.1
COCC1COCCN1Cc1csc(-c2cccc(C(=O)O)c2)n1,8.1
O=C(NCCOc1ccccc1F)N1CCC(N2CCCNC2=O)CC1,8.1
COc1cc(C(=O)O)ccc1CCNC(=O)C1CCN(C(=O)N(C)C)CC1,8.1
CC(C)c1nc(C2CCN(C(=O)c3cnc4c(c3)NC(=O)CO4)CC2)no1,8.1
Cc1cccc(NC(=O)NC[C@@H]2CCN(C)[C@H]2c2cccnc2)n1,8.1
Cc1noc([C@H]2C[C@@H](O)CN2C(=O)c2onc3c2CCCC3)n1,8.1
O=C(c1cnc(Nc2ccccc2)nc1C(F)(F)F)N1CCN(CCO)CC1,8.1
COc1cccc(C2CN(Cc3nc(C(=O)O)co3)CCO2)c1,8.1
COc1ccccc1-n1nccc1[C@H]1OCC[C@@H]1C(=O)NCCc1c(C)noc1C,8.1
Cc1cccc(C)c1OCC(=O)N1CCOCC1c1ncon1,8.1
O=C(O)c1cc(NC(=O)[C@@H]2C[C@H]2C2CCOCC2)ccc1Cl,8.1
CC1CC(CN)CN1C(=O)c1cc(-c2ccco2)nc2c(C(N)=O)ncn12,8.1
O=C(Nc1cc2c(cc1Cl)OCCO2)N1CCc2c(Cl)cccc2C1,8.1
COc1cccc(CC(=O)N2CCO[C@H](C)[C@H]2c2nc(C)no2)c1,8.1
COc1nccc(NC(=O)N2CCN(c3ccccc3)CC2)n1,8.1
CN(CC(=O)NCC1CCCc2ccc(C(=O)O)cc21)C1CCC1,8.1
Cc1csc(C2COCCN2Cc2cccc(C(=O)O)c2)n1,8.1
CC(C)NC(=O)C(NCc1nnc2n1CCCC2)c1ccccc1,8.1
CC(C)c1ccc(S(=O)(=O)N2CCSCC2c2ccccc2)cc1,8.1
CCc1nc(CN2CCCN(C(=O)c3ccc(O)nc3)CC2)cs1,8.1
NC(=O)c1cc(C2CCCN(C(=O)CCn3ccccc3=O)C2)n[nH]1,8.1
N#Cc1cc(S(=O)(=O)N2CCOC(C(=O)O)C2)ccc1C(F)(F)F,8.0
COc1cc2ccc(C(=O)N3CCCC3C(=O)O)cc2cc1OC,8.0
CCc1ncc(NC(=O)N2CCCCCC2c2noc(-c3cnn(C)c3)n2)cn1,8.0
O=C(O)[C@H]1CCCN1C(=O)CCc1nc(-c2cccs2)no1,8.0
Cc1[nH]nc2ncc(C(=O)NC[C@@H]3CCN(C)[C@H]3c3cccnc3)cc12,8.0
CCN1CCO[C@@H](CNC(=O)c2cc(OC)n(C)n2)[C@@H]1c1ccccc1,8.0
COc1cc(=O)[nH]cc1C(=O)N1CCCCC1c1cccc(Cl)c1,8.0
Cc1nnc(C2CN(C)CC23CN(C(=O)c2cccc4c2OCO4)C3)[nH]1,8.0
CC1(C)CN(C(=O)CC2CCCC(=O)N2)c2ccccc2O1,8.0
O=C(c1ccncc1)N1CC(O)CC1c1ccccc1C(F)(F)F,8.0
Cc1ccc(C2(CNC(=O)N3CCNC(=O)CC3)CCCC2)c(C)c1,8.0
O=C(CCc1ccccc1)Nc1ccc(O)cc1,8.0
CN(C)c1ccccc1CNC(=O)c1ccnc(N2CCOCC2)n1,8.0
CCOc1cc(C(=O)N2CCCC(c3n[nH]cc3NC(C)=O)C2)ccc1C,8.0
Cc1ccc2[nH]c(C3CCCN3C(=O)NCc3cnc(C)s3)nc2c1,8.0
CCNC(=O)Nc1c[nH]nc1C1CCCN(C(=O)c2ccc(OC)cc2)C1,8.0
COC1(C)CCN(C(=O)NCc2ccc(F)c(F)c2)CC1,8.0
C[C@@H](NC(=O)Cn1cnnn1)C(=O)N1CCCC2(C1)CC2(F)F,8.0
Cn1ccc(C(=O)N2CCCC(O)(Cc3nc(C4CC4)no3)C2)c1,8.0
Cn1cc(C(N)=O)cc1C(=O)N1CCCCCC1c1ccc(Cl)cc1,8.0
CC1(Cc2ccccc2C(F)(F)F)CCCN1Cc1ncccc1C(=O)O,8.0
O=C(Nc1cccc2c1OCCC2)N1CC2(CCC2)C1C1CCOCC1,8.0
CN(CC1CCCN(Cc2ccc(C(=O)O)cc2F)C1)S(C)(=O)=O,8.0
CN1C[C@@H](NC(=O)c2cc3c([nH]2)CCCC3)[C@H](c2cncn2C)C1,8.0
CC(C)c1ccc(C(=O)N2CCC3(CC2)CNC(=O)N3C)c(O)c1,8.0
COc1ccccc1Cn1cnc2cc(C(=O)N3CCOC(C(N)=O)C3)ccc21,8.0
CCOc1cc(C(=O)N2C[C@@H]3COCC[C@]3(C(=O)NC)C2)on1,8.0
COC1CCCCN(CC(=O)Nc2cnn(-c3ccccc3)c2C)C1=O,8.0
Cc1cnc(C(=O)N2C[C@H](c3nc(C4CC4)n[nH]3)[C@@H](C3CC3)C2)cn1,7.9
CCOc1ccnc(N2CCN(C(=O)C3COc4ccccc4C3)CC2)n1,7.9
Cc1noc(COCC(=O)N2CCC(c3nc(C4CC4)no3)(C(F)(F)F)C2)n1,7.9
COc1nn(C)cc1CNC(=O)C1(c2c(F)cccc2F)CCC1,7.9
Cc1noc(C)c1CN(C)C(=O)c1csc(-c2ccc(Cl)c(Cl)c2)n1,7.9
CCc1cc(C)c(C(=O)N2C[C@H]3COC[C@@]3(c3nnc(C)o3)C2)o1,7.9
CNC(=O)CN1CCC(NC(=O)NCc2ccc(-n3ccnc3)c(F)c2)CC1,7.9
CCCS(=O)(=O)N1CCCCC1C(=O)NCc1ccc(C(=O)O)cc1,7.9
CNC(=O)c1cc(S(=O)(=O)N2CCCC2c2ccccc2)cn1C,7.9
Cc1cc(C)n(C2CN(Cc3cccc4cccnc34)C2)n1,7.9
CCOc1cccc(-c2noc(CN3CCCCC(N)C3=O)n2)c1,7.9
CC(=O)[C@@H]1C[C@H](CC(=O)N2CCCC2C(=O)Nc2nccs2)C1(C)C,7.9
CCNc1ncnc2cc(C(=O)NCc3c[nH]nc3C)ccc12,7.9
Cc1c[nH]nc1C(=O)NCc1ccncc1O[C@H]1CCNC1,7.9
NCc1ccc(C(=O)NC[C@@]23CNC[C@]2(C(F)(F)F)C3)cc1,7.9
COCCOc1cccc(C(=O)N2CCCCC2C(=O)O)c1,7.9
Cc1ccc(S(=O)(=O)Nc2ccc(Cl)c(C(=O)O)c2)cc1,7.9
C=CCCC(NC(=O)N1CCCC(O)C1)c1ccccc1,7.9
CC(NC(=O)c1ccccc1OC(F)F)c1ccc(Cl)cc1,7.9
Cc1ncsc1CCC(=O)N1[C@H](C(=O)N2CCCC2)C[C@@H]2OCC[C@@H]21,7.8
Cc1nccc(NC(=O)NC2CCc3cn[nH]c3C2)n1,7.8
CCCOc1c(Cl)cc(C(=O)N2CCC(C(=O)O)C2)cc1OCC,7.8
CCc1cccc(Cl)c1CNC[C@H]1CC(c2nnc(C)[nH]2)C[C@H]1O,7.8
Cc1ccccc1CCC(=O)N(C)C[C@H]1OCC[C@H]1c1ncn[nH]1,7.8
Cc1cccc(C)c1OCC(=O)N1CCCC(O)(Cc2nncn2C)C1,7.8
COC(=O)C1CCc2nnc(COc3ccc(C)c(C)c3)n2CC1,7.8
Cn1cc(C(=O)N2CCN(C(=O)c3ccc(Cl)cc3)CC2)c(-c2ccco2)n1,7.8
Cn1nc(CN2CCCCC(NC(=O)C3CCC3)C2=O)n(C)c1=O,7.8
Cc1cc(OCC(=O)O)ccc1NC(=O)c1ccc(C(C)C)cn1,7.8
Cc1cc(C(=O)Nc2ccc([C@@H]3C[C@H]3C(=O)O)cc2)n(C)n1,7.8
Cc1n[nH]c([C@@H]2CCO[C@@H]2CN(C)C(=O)c2cccc(CO)c2)n1,7.8
COC(=O)c1cc(NS(=O)(=O)c2ccc(C(C)C)cc2)ccc1Cl,7.8
CC(C)Cc1ccc(CC(=O)NCCCN2C(=O)NC3(CCCC3)C2=O)cc1,7.8
CC(c1nc2ccccc2o1)N1CCC(Oc2ccnc(CN(C)C)c2)C1,7.8
O=C(Nc1cnn(CC2CCCO2)c1)c1ccnn1CC1CCC1,7.7
COc1cccc(-n2nc(C)c(C3COCCN3C(=O)NCCCC#N)c2C)c1,7.7
NC1CCN(C(=O)C2CC2c2ccc(Cl)cc2Cl)CC1,7.7
CN1CCC(CNC(=O)CN2C(=O)NC3(CCCC3)C2=O)CC1,7.7
CC(C(=O)N1CCCCC1C(N)=O)N1CCN(c2ccc(F)cc2)CC1,7.7
CC1CN(C(=O)C2CCCN2C(=O)c2ccccc2OC(F)F)C(C)CO1,7.7
CC(CN1CCN(C)CC1)NC(=O)NC1c2ccccc2CC1O,7.7
O=C(O)CCN(CC1CCCO1)C(=O)c1cc2ccccc2o1,7.7
CN1CCN(C(=O)CCNC(=O)C2CCCN2C(=O)c2ccccc2O)CC1,7.7
C[C@@H]1CN(S(=O)(=O)Cc2ccccc2)C[C@H]1C(N)=O,7.7
O=C(O)C1CN(C(=O)C2Cc3cccc(F)c3O2)CCO1,7.7
Cn1cc(O[C@@H]2CN(Cc3ccccc3F)C[C@H]2O)cn1,7.7
Cc1cc(S(=O)(=O)NC2CC(C(=O)O)C2)c(F)cc1F,7.7
Cc1cc(CN2C[C@@H](F)C[C@H]2CNC(=O)CCc2ccco2)on1,7.7
COc1cccc(C(=O)N[C@H]2CC[C@@H](Cc3nnc(C)o3)C2)c1C,7.7
CCc1c(C(=O)N2CCC(C(=O)O)C2)cnn1-c1ccccn1,7.7
Cc1noc([C@@H]2C[C@@H](O)[C@@H](CNC(=O)c3cccn3C3CCCC3)C2)n1,7.7
Cc1nc(CN(C(=O)C2CCc3cnn(C)c3C2)c2ccc(F)cc2)cs1,7.6
COc1ccc(CNC(=O)N2CCC(C)C(n3ccnc3)C2)cc1F,7.6
CO[C@@H]1CN(C(=O)COc2ccccc2F)C[C@H]1c1c[nH]nn1,7.6
NC(=O)C1(CNC(=O)CCOCc2ccccc2)CCOCC1,7.6
Cc1cc(C2CCCN2C(=O)NCCC(=O)N2CCCCCC2)no1,7.6
COc1cc(C(=O)N2CCC[C@@H]2C(=O)O)ccc1OC1CCCC1,7.6
CCc1nnc(C)cc1C(=O)N(C)Cc1n[nH]c([C@H]2C[C@H](F)CN2)n1,7.6
NC(=O)CCCNC(=O)c1ccc(N2CCCCC2=O)cc1,7.6
CC(C)n1cc2ccc(NC(=O)c3cnc(C(F)(F)F)nc3)cc2n1,7.6
CN1C(=O)CC[C@@H](NC(=O)c2cc3n(n2)CCCC3)[C@@H]1c1nccn1C,7.6
COCc1ccc(C(=O)N2CCCC(S(=O)(=O)NC3CCCC3)C2)o1,7.6
COc1ccc([C@H]2OCC[C@@H]2NC(=O)c2ncccc2C)cn1,7.6
Cc1ccnc(N2CCCC(O)(Cc3nc(C4CC4)no3)C2)n1,7.6
CC(Oc1cccc(CO)c1)C(=O)N1CCC(Oc2cnccn2)CC1,7.6
FC(F)(F)C1CCc2nnc(CNC3CCCCC3)n2C1,7.6
Cn1cncc1CNC(=O)NC[C@@H]1C[C@H]1C1CCCCC1,7.6
O=C(N[C@H](C(=O)O)c1ccccc1)C1CC1C1CC1,7.6
CCC(Oc1ccccc1C)C(=O)N1CC(OCc2nc(C)no2)C1,7.6
CN1CCc2ccc(NC(=O)N3CCC(O)C3)cc2C1=O,7.6
COc1cccc(C(CC(=O)O)NC(=O)c2cc(C)n(C)c2C)c1,7.6
NC(=O)[C@H]1CC[C@@H](C2CCN(C(=O)c3ccoc3)CC2)O1,7.6
O=C(NCCN1CCCS1(=O)=O)N1CCCN(c2nccs2)CC1,7.6
COc1cccc2c1CCC2(N)C(=O)NCc1ccccc1,7.6
O=C(O)[C@H]1CCCN1C(=O)CCc1ccccc1Cl,7.6
O=C(NC1CCN(c2cccnn2)CC1)NC1CC2OCCCC12,7.5
Cc1noc(Cl)c1CCC(=O)N(C)[C@H]1CCO[C@@H]1c1cccnc1,7.5
CC1CN(C(=O)NCc2cccc(N3CCOCC3)n2)C(C)CO1,7.5
COc1cc(C(=O)O)ccc1CCNC(=O)c1csnc1C,7.5
CCN1C(=O)C[C@@H](CNC(=O)c2cc(C#N)cn2C)[C@@H]1c1cccnc1,7.5
COc1ccc(CCNC(=O)N2CCCNC(=O)C2C)c(Cl)c1,7.5
O=C(O)C1CC(NS(=O)(=O)c2cc(F)ccc2Cl)C1,7.5
CS(=O)(=O)CC1CCN(C(=O)Nc2cccn(CC(F)(F)F)c2=O)CC1,7.5
CCc1nc(CN2CCCN(C(=O)CC3C=CCC3)CC2)cs1,7.5
Cc1cccc(OCCC(=O)N(CC(=O)O)C2CCOCC2)c1C,7.5
CC(C)NC(=O)CCNC(=O)C1CCCN1C(=O)c1ccccc1O,7.5
COc1cccc(C(NC(=O)C(C)c2cccs2)C(=O)O)c1,7.5
O=C(Cc1ccc(Cl)s1)NC1CCN(c2ncc[nH]c2=O)C1,7.5
CC(C)(C)C1=CCN(C(=O)NCc2ccnc(OC3CCOCC3)c2)CC1,7.5
CSCc1cc(C(=O)N2CCOC(C(=O)O)C2)ccc1F,7.5
CC(=O)NCc1cc(OC2CCN(C(=O)Cn3ccnc3C)C2)ccn1,7.5
Cc1c([C@H]2[C@H](CNC(=O)NCc3c(C4CC4)cnn3C)CC(=O)N2C)cnn1C,7.5
CNc1ccc(C(=O)N2C[C@@H](OC)[C@H](c3cn(C)nn3)C2)cn1,7.5
Cc1nc(-c2cccc(NC(=O)c3ccc(OC(C)C)nc3)c2)no1,7.5
O=C(CCOc1ccc(Cl)cc1)N[C@@H]1CCC[C@@H]1N1CCC(O)C1,7.5
CC(C)c1ccc(C(=O)N2CCC(O)(C(F)F)CC2)c(O)c1,7.5
O=C(O)CCN1CCCC(c2cc(C(F)(F)F)[nH]n2)C1,7.5
Cc1c(Cl)cccc1C(=O)N1CCCCC1CC(=O)O,7.5
CN(CC1CCCN(Cc2cc(C(=O)O)ccc2Cl)C1)S(C)(=O)=O,7.5
Cc1nn(C)cc1[C@H]1OCC[C@@H]1NCc1cc(-c2cnn(C)c2C)no1,7.5
Cn1nc(C(=O)N2CCNC(=O)c3ccccc32)cc1C(F)F,7.5
Cc1cccc(NC(=O)N(C)C[C@@H]2CCN(C)[C@H]2c2cccnc2)n1,7.5
CCC1(C)CN(C(=O)Nc2ccc(-n3nc(C)cc3C)c(F)c2)CCO1,7.5
CC(C)C(C)NC(=O)NCC1(c2ccc3c(c2)OCO3)CCOCC1,7.5
Cc1cnc2c(C(=O)N3CCC(CN4CCNC4=O)CC3)cnn2c1,7.5
CCc1ccc(S(=O)(=O)N2CCCCC2CC(=O)O)cc1,7.4
COCc1ccc(C2CCCN2C(=O)c2ccc(=O)n(C)c2)o1,7.4
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(Cc2noc(C3CCCCC3)n2)C1,7.4
Cc1cc(N2CCCC(NC(=O)Nc3cc(C(C)C)on3)C2)n(C)n1,7.4
CCc1nnc(C[C@@H]2CC[C@H](NC(=O)c3cnccc3N(C)C)C2)o1,7.4
O=C(O)[C@H]1CCCN1C(=O)CCOc1ccc(F)cc1,7.4
Cc1cn(CC(=O)N(CCC(=O)O)C2CCOCC2)c2ccccc12,7.4
CCc1cc(S(=O)(=O)N2CCCC(C(=O)O)C2)c(C)cc1OC,7.4
O=C(COc1ccc(Cl)cc1)NCC(C(=O)O)C1CCOCC1,7.4
